Timestamp,Open,High,Low,Close,Volume,Open Interest,Heikin Ashi - Open,Heikin Ashi - High,Heikin Ashi - Low,Heikin Ashi - Close,Heikin Ashi - T Change,Heikin Ashi - T-1 Change,Heikin Ashi - T-2 Change,Heikin Ashi - T Change is Positive,Heikin Ashi - T-1 Change is Negative,Heikin Ashi - T-2 Change is Negative,Heikin Ashi - Buy Signal,Heikin Ashi - Candle Category - BEARISH,Heikin Ashi - Candle Category - BULLISH,Instrument Name
2024-08-16 00:00:00+05:30,403.0,408.0,391.0,403.0,7616229,0,386.1,408.0,386.0890735486279,401.25,15.15,-1.4000000000000001,-11.600000000000001,True,True,True,True,False,False,PCBL
2024-08-16 00:00:00+05:30,4434.0,4440.0,4303.0,4433.0,215537,0,4390.55,4440.0,4303.0,4402.5,11.950000000000001,-95.60000000000001,-46.0,True,True,True,True,False,False,PIIND
2024-08-16 00:00:00+05:30,1500.0,1503.0,1457.0,1499.0,1044933,0,1460.3000000000002,1503.0,1457.0,1489.75,29.450000000000003,-24.150000000000002,-8.6,True,True,True,True,False,False,PVRINOX
2024-08-16 00:00:00+05:30,6666.0,6709.0,6415.0,6664.0,478774,0,6480.5,6709.0,6415.0,6613.5,133.0,-163.0,-129.6,True,True,True,True,False,False,POLYCAB
2024-08-16 00:00:00+05:30,362.0,368.0,356.0,362.0,1507843,0,357.85,368.0,356.0,362.0,4.15,-6.9,-3.1500000000000004,True,True,True,True,False,False,POONAWALLA
2024-08-16 00:00:00+05:30,503.0,505.0,489.0,503.0,10307648,0,488.75,505.0,488.72736893815625,500.0,11.25,-9.05,-10.25,True,True,True,True,False,False,PFC
2024-08-16 00:00:00+05:30,600.0,601.0,584.0,600.0,129379,0,591.85,601.0,584.0,596.25,4.4,-12.8,-4.2,True,True,True,True,False,False,PRINCEPIPE
2024-08-16 00:00:00+05:30,701.0,707.0,691.0,701.0,240194,0,693.35,707.0,691.0,700.0,6.65,-11.950000000000001,-1.75,True,True,True,True,False,False,QUESS
2024-08-16 00:00:00+05:30,1634.0,1643.0,1588.0,1635.0,140448,0,1605.5500000000002,1643.0,1588.0,1625.0,19.450000000000003,-47.2,-42.650000000000006,True,True,True,True,False,False,RRKABEL
2024-08-16 00:00:00+05:30,579.0,581.0,564.0,579.0,6924140,0,573.0500000000001,581.0,564.0,575.75,2.7,-12.100000000000001,-10.65,True,True,True,True,False,False,RECLTD
2024-08-16 00:00:00+05:30,2957.0,2960.0,2916.0,2957.0,4646609,0,2926.75,2960.0,2916.0,2947.5,20.75,-2.4000000000000004,-3.45,True,True,True,True,False,False,RELIANCE
2024-08-16 00:00:00+05:30,821.0,832.0,800.0,820.0,218311,0,807.9000000000001,832.0,800.0,818.25,10.350000000000001,-24.3,-10.5,True,True,True,True,False,False,SCHNEIDER
2024-08-16 00:00:00+05:30,24690.0,24700.0,24279.0,24700.0,38974,0,24358.25,24700.0,24279.0,24592.25,234.0,-204.25,-243.15,True,True,True,True,False,False,SHREECEM
2024-08-16 00:00:00+05:30,2969.0,2991.0,2902.0,2970.0,993600,0,2915.15,2991.0,2902.0,2958.0,42.85,-41.95,-8.65,True,True,True,True,False,False,SHRIRAMFIN
2024-08-16 00:00:00+05:30,1716.0,1728.0,1697.0,1717.0,209343,0,1701.9,1728.0,1697.0,1714.5,12.600000000000001,-15.75,-5.75,True,True,True,True,False,False,SOBHA
2024-08-16 00:00:00+05:30,10492.0,10510.0,10150.0,10490.0,47763,0,10167.85,10510.0,10150.0,10410.5,242.65,-122.7,-89.5,True,True,True,True,False,False,SOLARINDS
2024-08-16 00:00:00+05:30,686.0,691.0,656.0,686.0,1923069,0,661.6,691.0,656.0,679.75,18.150000000000002,-8.55,-3.3000000000000003,True,True,True,True,False,False,SONACOMS
2024-08-16 00:00:00+05:30,617.0,621.0,608.0,614.0,799248,0,601.2,621.0,601.2028071942717,615.0,13.8,-7.2,-19.85,True,True,True,True,False,True,SONATSOFTW
2024-08-16 00:00:00+05:30,811.0,814.0,803.0,811.0,11339938,0,807.5,814.0,803.0,809.75,2.25,-8.200000000000001,-10.15,True,True,True,True,False,False,SBIN
2024-08-16 00:00:00+05:30,830.0,834.0,818.0,830.0,332546,0,823.0500000000001,834.0,818.0,828.0,4.95,-9.35,-3.2,True,True,True,True,False,False,SYNGENE
2024-08-16 00:00:00+05:30,410.0,415.0,407.0,412.0,353211,0,406.20000000000005,415.0,406.21197562635473,411.0,4.800000000000001,-6.9,-11.5,True,True,True,True,False,True,SYRMA
2024-08-16 00:00:00+05:30,189.0,193.0,186.0,190.0,954777,0,187.85000000000002,193.0,186.0,189.5,1.6500000000000001,-1.8,-0.35000000000000003,True,True,True,True,False,False,TVSSCS
2024-08-16 00:00:00+05:30,452.0,453.0,450.0,452.0,57602,0,449.70000000000005,453.0,449.68505368496835,451.75,2.0500000000000003,-2.5500000000000003,-1.0,True,True,True,True,False,False,TMB
2024-08-16 00:00:00+05:30,1042.0,1044.0,1022.0,1042.0,459434,0,1033.2,1044.0,1022.0,1037.5,4.3,-16.1,-6.65,True,True,True,True,False,False,TATACHEM
2024-08-16 00:00:00+05:30,1856.0,1870.0,1840.0,1862.0,146075,0,1855.25,1870.0,1840.0,1857.0,1.75,-32.75,-11.850000000000001,True,True,True,True,False,False,TATACOMM
2024-08-16 00:00:00+05:30,1187.0,1190.0,1168.0,1187.0,829392,0,1176.65,1190.0,1168.0,1183.0,6.3500000000000005,-3.1,-5.5,True,True,True,True,False,False,TATACONSUM
2024-08-16 00:00:00+05:30,6029.0,6108.0,5900.0,6031.0,19917,0,5990.5,6108.0,5900.0,6017.0,26.5,-91.15,-2.9000000000000004,True,True,True,True,False,False,TATAINVEST
2024-08-16 00:00:00+05:30,803.0,806.0,782.0,803.0,256403,0,791.3000000000001,806.0,782.0,798.5,7.2,-12.200000000000001,-7.25,True,True,True,True,False,False,RAMCOCEM
2024-08-16 00:00:00+05:30,4381.0,4435.0,4310.0,4389.0,351557,0,4315.6,4435.0,4310.0,4378.75,63.150000000000006,-37.050000000000004,-59.25,True,True,True,True,False,False,THERMAX
2024-08-16 00:00:00+05:30,4000.0,4029.0,3944.0,3994.0,195079,0,3969.3500000000004,4029.0,3944.0,3991.75,22.400000000000002,-32.2,-23.400000000000002,True,True,True,True,False,False,TIINDIA
2024-08-16 00:00:00+05:30,11312.0,11325.0,10950.0,11311.0,434885,0,11210.550000000001,11325.0,10950.0,11224.5,13.950000000000001,-238.3,-42.5,True,True,True,True,False,False,ULTRACEMCO
2024-08-16 00:00:00+05:30,1968.0,1976.0,1900.0,1973.0,312426,0,1916.5,1976.0,1900.0,1954.25,37.75,-26.25,-28.3,True,True,True,True,False,False,UBL
2024-08-16 00:00:00+05:30,305.0,317.0,297.0,305.0,2229095,0,300.3,317.0,297.0,306.0,5.7,-4.45,-0.45,True,True,True,True,False,False,VAIBHAVGBL
2024-08-16 00:00:00+05:30,1124.0,1143.0,1110.0,1124.0,66079,0,1114.25,1143.0,1110.0,1125.25,11.0,-9.65,-4.7,True,True,True,True,False,False,MANYAVAR
2024-08-16 00:00:00+05:30,429.0,430.0,421.0,428.0,9741930,0,423.90000000000003,430.0,421.0,427.0,3.1,-8.4,-0.8,True,True,True,True,False,False,VEDL
2024-08-16 00:00:00+05:30,2099.0,2135.0,2057.0,2082.0,125814,0,2063.85,2135.0,2057.0,2093.25,29.400000000000002,-22.900000000000002,-18.2,True,True,True,True,False,False,WHIRLPOOL
2024-08-16 00:00:00+05:30,796.0,805.0,747.0,800.0,4342217,0,752.85,805.0,747.0,787.0,34.15,-17.1,-9.65,True,True,True,True,False,False,ZENSARTECH
2024-08-16 00:00:00+05:30,264.0,266.0,257.0,264.0,42679619,0,261.35,266.0,257.0,262.75,1.4000000000000001,-2.45,-3.4000000000000004,True,True,True,True,False,False,ZOMATO
